company,year,sentence,label,score
Google,2023,"scientific and ngo communities, we're now bringing google earth engine to public and private sector users.",POSITIVE,0.9991727471351624
Google,2023,"planetary-scale platforms in 2022, we expanded google earth engine's availability for commercial use by businesses and governments worldwide launched in 2010, google earth engine is google's as an enterprise-grade service through google cloud.",POSITIVE,0.9859457612037659
Google,2023,"planetary-scale platform for earth science data and with access to reliable, up-to-date insights on how our analysis.",POSITIVE,0.9995427131652832
Google,2023,"it offers over 1000 earth observation datasets with planet is changing, organizations will be better equipped powerful cloud computing to show timely, accurate, highto move their sustainability efforts forward.",POSITIVE,0.9946919083595276
Google,2023,resolution insights about the state of the world's habitats and ecosystems - and how they're changing over time.,POSITIVE,0.9997021555900574
Google,2023,"google earth scientists, researchers, and developers have been using our planet has seen rapid environmental change in the past earth engine for more than a decade to detect changes, half-century - more than at any other point in human history.",POSITIVE,0.9878827333450317
Google,2023,"map trends, and quantify differences on the earth's surface.",POSITIVE,0.9304483532905579
Google,2023,"in 2022, over 90000 users regularly used earth engine's timelapse in google earth is a global, zoomable data analytics and computing for research and educational time-lapse video of the planet, providing a clearer picture purposes.",POSITIVE,0.9700003862380981
Google,2023,"multiple global conservation and restoration tools of earth's dynamic change since 1984 - not just problems, have also been built on the platform.",POSITIVE,0.9965781569480896
Google,2023,"for example, founded but also solutions, as well as beautiful natural phenomena by crowther lab in zurich and powered by google earth that unfold over decades - from irrigation systems engine and google cloud, restor allows anyone to analyze emerging in the deserts of egypt to volcanic eruptions, the restoration potential of any place on earth.",POSITIVE,0.9981034994125366
Google,2023,"when you logging, and wildfires changing the landscape of outline a given area on the restor map, it will show you california's lassen national forest and glaciers retreating data on local biodiversity, the current and potential amount in sermersooq, greenland (see figure 9).",NEGATIVE,0.9382941722869873
Google,2023,"of solid carbon stored in the soil, land cover, soil ph, and annual rainfall.",POSITIVE,0.9951332211494446
Google,2023,"with this information, the platform connects the imagery also captures how cities have adapted practitioners, facilitates the exchange of information, and to combat climate change - like offshore wind farms makes projects visible to potential funders and the public.",POSITIVE,0.9995868802070618
Google,2023,"in middelgrunden, denmark and a large-scale solar installation in granada, spain.",POSITIVE,0.9941394329071045
Google,2023,2023 environmental report data commons natural disasters the highest levels of food insecurity.,NEGATIVE,0.981458842754364
Google,2023,they can then map out specific food support sites to see which counties will need we're working with partners to leverage more civil society organizations helping with food insecurity.,NEGATIVE,0.9728810787200928
Google,2023,"machine learning to monitor and protect partnering with the john doerr school of climate at sustainability data is fragmented across thousands of silos, wildlife habitats, such as coral reefs.",NEGATIVE,0.9976391792297363
Google,2023,"stanford, data commons has helped stanford create in many formats and schemas, and across a multitude of databases.",POSITIVE,0.9981389045715332
Google,2023,"in 2017, we started the data commons a climate disaster dashboard to identify areas affected wildlife monitoring by wildfires, wet bulb temperatures, and other natural project, which aggregates data from a wide range of disasters exacerbated by climate change.",NEGATIVE,0.8664715886116028
Google,2023,"the data sources into a unified database to make it more accessible in 2022, global search interest in ""wildlife"" nearly commons team was able to take numerous climate models and useful.",POSITIVE,0.9979307651519775
Google,2023,"data commons was developed by google to tripled, 63 reaching a 15-year high.",NEGATIVE,0.8138009309768677
Google,2023,"64 we're using our and model probabilities for future temperature ranges in organize sustainability data from hundreds of sources, technology to support wildlife conservation efforts around specific areas.",POSITIVE,0.8961047530174255
Google,2023,"such as the world bank, national aeronautics and space the world.",POSITIVE,0.9663987755775452
Google,2023,"terradapt uses satellite monitoring technology administration, and the u.s. centers for disease control powered by google earth engine to project habitat water quality and prevention (cdc).",NEGATIVE,0.98558109998703
Google,2023,it makes this data available to conditions given future climate and land-use scenarios.,POSITIVE,0.9976188540458679
Google,2023,"researchers, journalists, policymakers, individuals, and terradapt can help prioritize areas for conservation other stakeholders around the globe.",POSITIVE,0.9976125955581665
Google,2023,"data commons is helping communities get a better actions - like habitat restoration, increasing protection understanding of water use, quality, and availability.",POSITIVE,0.9949204325675964
Google,2023,"for status, and building wildlife crossings.",POSITIVE,0.9979719519615173
Google,2023,"today, data commons is one of the world's largest example, a researcher at the indian institute of technology knowledge graphs on sustainability, including data about madras is working with data commons to add india-based google teamed up with the commonwealth scientific climate, health, food, crops, shelter, emissions, and more.",POSITIVE,0.9972580671310425
Google,2023,"data on water quality. and industrial research organisation (csiro - australia's anyone can access, explore, and understand this data using national science agency) and the kaggle data science google search or our free dashboards and visualization food security community to protect coral reefs including australia's tools, and they can use our open and free apis to build great barrier reef, the world's biggest coral reef system.",NEGATIVE,0.8920634388923645
Google,2023,new tools based on this data.,POSITIVE,0.8282979130744934
Google,2023,"for enterprise customers, feeding america is a nationwide network of 200 member we developed a machine learning solution to analyze this data is available via data commons on the bigquery food banks serving tens of millions of people in need in the underwater images of a species of starfish that feed analytics hub.",NEGATIVE,0.8102984428405762
Google,2023,united states.,POSITIVE,0.7995886206626892
Google,2023,data from their annual map the meal gap on living coral.,NEGATIVE,0.9923346638679504
Google,2023,"by detecting them more accurately and study is accessible in feeding america data commons, so efficiently, scientists can now more easily monitor the reef data commons is being used to monitor and address a anyone can explore food security and how it intersects with and manage the impact of the starfish more effectively.",POSITIVE,0.7584158182144165
Google,2023,"variety of sustainability challenges, including climate change, variables like health, climate, and education.",POSITIVE,0.9806764125823975
Google,2023,"for example, in collaboration with csiro and other partners, we're also natural disasters, water quality, and food security.",POSITIVE,0.9659170508384705
Google,2023,it shows that counties that will be most affected by climate applying ai to measure carbon sequestration capacity of change are also already most affected by food scarcity.,NEGATIVE,0.9889785647392273
Google,2023,seagrass ecosystems.,POSITIVE,0.8043639063835144
Google,2023,"climate change this data allows feeding america to quickly identify u.s. locations where food insecurity is most exacerbated by since 2017, google has been a founding technology data commons can ingest health data from the cdc and other root causes of disparities and hardship.",POSITIVE,0.7999516129493713
Google,2023,"partner in wildlife insights - a collaboration between climate data from the ipcc, and combine them by aligning seven leading conservation organizations to streamline data on location, health conditions, or dates.",POSITIVE,0.9994339346885681
Google,2023,a policymaker nonprofit techsoup used data commons to identify how biodiversity monitoring with the help of ai and to fill critical can then use data commons to compare these two datasets climate change will impact food security needs in california.,NEGATIVE,0.9886971712112427
Google,2023,data gaps to inform data-driven decisions.,NEGATIVE,0.985098123550415
Google,2023,this platform to identify outliers and understand how temperature changes this allowed them to see that agricultural counties that will makes it easier for conservationists and scientists to collect wildlife insights helps conservationists protect species may affect populations with pre-existing conditions.,POSITIVE,0.9969499707221985
Google,2023,be most impacted by temperature changes are already at and analyze data from remote cameras.,NEGATIVE,0.9928761720657349
Google,2023,"from extinction with ai. 2023 environmental report investing in breakthrough innovation sustainable food mineral is using robotics, ai, and computer vision to create a more systems sustainable food production system.",POSITIVE,0.9933544397354126
Google,2023,we're helping advance the next generation of audacious increasing agricultural productivity and sustainability food production system.,POSITIVE,0.9997256398200989
Google,2023,it's developing perceptionocean ecosystems technologies to address sustainability challenges.,POSITIVE,0.9962854385375977
Google,2023,is imperative to feed the planet's growing population.,NEGATIVE,0.9694525599479675
Google,2023,"powered solutions with partners across the agriculture incubating breakthrough technologies is essential for modern agriculture has a significant environmental value chain - from grocery retailers and enterprise tidal is x's moonshot to protect the ocean with the transformative change needed to deliver deep impact, such as soil degradation and biodiversity loss farms to equipment manufacturers and crop protection technology systems while feeding humanity sustainably.",POSITIVE,0.9983567595481873
Google,2023,"emissions reductions at scale and to bend the curve due to weeds, pests, diseases, herbicide resistance, and companies - to develop a better understanding of the its underwater sensor system and machine perception of climate change.",NEGATIVE,0.5261543989181519
Google,2023,excess chemical input waste.,NEGATIVE,0.9636126756668091
Google,2023,"mineral uses robotics, complex interactions of plants, their growing environment, tools are bringing visibility to our ocean ecosystems so we ai, and computer vision to create a more sustainable and farm management practices.",POSITIVE,0.9978959560394287
Google,2023,"can better understand and protect them while sustainably and at x, alphabet's ""moonshot factory,"" our teams are harnessing the ocean to solve some of humanity's biggest developing cutting-edge technology that aims to solve challenges - from food production to climate change.",POSITIVE,0.9987132549285889
Google,2023,problems for millions of people and change systems worldwide.,NEGATIVE,0.9981769323348999
Google,2023,"climate-related projects comprise more than tidal's first product monitors fish and environmental half of x's current moonshots, which include experiments conditions underwater to detect and interpret things in ocean health, carbon sequestration, clean energy, like fish behaviors, which are helpful for feeding and wildfire awareness, waste reduction, and sustainable health tracking, and predict outcomes such as growth agriculture.",POSITIVE,0.87457674741745
Google,2023,x is using what they've learned from a decade trends over time - all of which can help fish farmers make of climate projects to shape the work they're doing now.,POSITIVE,0.9958546757698059
Google,2023,"better, more environmentally-friendly and cost-effective decisions about fish feeding, welfare, and health.",POSITIVE,0.9986000657081604
Google,2023,"clean electricity autonomous driving tapestry aims to unlock access to clean, reliable, and affordable electricity worldwide by providing greater waymo's mission is to make it safe and easy for people insight into our increasingly dynamic and complex and things to get where they're going.",POSITIVE,0.9977197051048279
Google,2023,waymo's fleet of electricity system.,POSITIVE,0.9944451451301575
Google,2023,"as x's moonshot for the electric grid, shared electric vehicles provides a fully autonomous rideit's creating a single virtualized view of the electricity hailing service in phoenix and san francisco, connecting system that can predict and simulate what might happen communities with the benefits of evs.",POSITIVE,0.9984717965126038
Google,2023,waymo's ev fleet is on the grid from nanoseconds to decades into the also matched with 100% renewable electricity.,POSITIVE,0.9935011267662048
Google,2023,future.,POSITIVE,0.9673888683319092
Google,2023,"insights from such computational models can lead to reduced energy consumption, lower emissions, and improved resilience to outages, as well as reduce interconnection queues, enabling more renewable energy capacity to be added to the grid.",POSITIVE,0.9364699125289917
Google,2023,tidal testing its technology at a fish farm north of the arctic circle.,NEGATIVE,0.9583227038383484
Google,2023,"2023 environmental report creating ecosystems for collaboration beyond our own tools and programs, we continue to examples of other sustainability-focused investments invest in promising initiatives that aim to create scalable, include: high-impact collaboration ecosystems for climate change and sustainability.",POSITIVE,0.9980292916297913
Google,2023,"• ai for the global goals, $25 million in funding to support the development of new ai-driven approaches that accelerate progress on the google.org un sustainable development goals.",POSITIVE,0.9939111471176147
Google,2023,• a $10 million grant to iclei-local governments for google.org aims to bring the best of google to help solve sustainability to support 10 nonprofit-led projects some of humanity's biggest challenges.,POSITIVE,0.9973706007003784
Google,2023,"this includes that help cities accelerate their sustainable transition combining funding, innovation, and technical expertise to through data-driven environmental and climate action support underserved communities, provide opportunity at the local level.",POSITIVE,0.9989327788352966
Google,2023,"for everyone, and help address a number of sustainability challenges.",POSITIVE,0.999489426612854
Google,2023,"• the environmental justice data fund, a collection of grants totaling nearly $9 million that aim to help launched in 2022, the google.org impact challenge on frontline communities that have been historically climate innovation allocates up to $30 million to support underserved and disproportionately impacted by breakthrough projects that use data and technology to climate change and environmental injustice.",POSITIVE,0.967822790145874
Google,2023,accelerate climate action.,POSITIVE,0.5118639469146729
Google,2023,"selected organizations will • avpn's apac sustainability seed fund provides receive funding to scale their activities, along with access $3 million in grant funding to 13 local organizations to google's technical expertise and products to help focused on sustainability solutions for vulnerable and them maximize their impact.",POSITIVE,0.9255317449569702
Google,2023,"our first recipient, the world underserved communities in asia pacific.",POSITIVE,0.9992015957832336
Google,2023,"resources institute (wri), will receive $5 million to support its project, which will use sensors, satellite imagery, and ai to help decision-makers understand where to implement cool surface infrastructure to reduce the impact of extreme heat.",POSITIVE,0.9322705864906311
Google,2023,"we've launched the google.org impact challenge: tech for social good - the first open call for european organizations to apply for pro bono technical support and funding for charitable projects focused on tackling complex issues, including sustainability.",POSITIVE,0.9943806529045105
Google,2023,googlers collaborate in the event center at our bay view campus.,POSITIVE,0.9813133478164673
Google,2023,"2023 environmental report • google for startups google for startups accelerator: circular economy: launched in 2022, this new program focuses on supporting startups and nonprofits in by investing early in technologies aimed at tackling north america and asia pacific working on challenges sustainability challenges like climate change, we have related to advancing a more circular economy - from the potential to move the needle on sustainability and food waste to fashion, recycling, and reuse - with positively impact our planet.",POSITIVE,0.9993150234222412
Google,2023,we have a portfolio of technical solutions.,POSITIVE,0.9986978769302368
Google,2023,"sustainability-focused accelerators, which support early stage innovations to grow and scale.",POSITIVE,0.9995942711830139
Google,2023,"startups for sustainable development google for startups accelerator through our startups for sustainable development program, we're working with impact-driven startups using technology to build a more sustainable future.",POSITIVE,0.9028903245925903
Google,2023,"all are on a google for startups is working to identify, support, and mission to address one or more of the u.n.'s 17 sustainable scale startups that are building technologies to combat development goals, from eradicating poverty and hunger climate change and build a more circular economy.",NEGATIVE,0.6500180959701538
Google,2023,these to improving healthcare and advancing climate action.,POSITIVE,0.9982847571372986
Google,2023,"accelerators are 10-week programs for seed to series we provide them with long-term support to scale their a technology startups, designed to bring the best of the google.org impact challenge on climate innovation supports breakthrough projects that use data and technology to impact: mentoring from expert advisors, connections to google's programs, products, people, and technology accelerate climate action.",POSITIVE,0.9971574544906616
Google,2023,"funding partners, and access to cutting-edge research to some of the most innovative and impactful climate and technology.",POSITIVE,0.9996955394744873
Google,2023,the program now supports nearly 400 change and circular economy technologists.,POSITIVE,0.9982762336730957
Google,2023,"in addition to startups in over 60 countries, working with a network of mentorship and technical project support, the accelerator the journey ahead over 140 partner organizations.",POSITIVE,0.9994476437568665
Google,2023,"focuses on product design, customer acquisition, and leadership development for founders.",POSITIVE,0.9973964691162109
Google,2023,"• google for startups accelerator: climate change: 2022 highlight from measuring and monitoring changes on the earth's learn more surface, improving forecast and prediction models for since launching the program in 2021, we've hosted • data commons our startups for sustainable flooding and wildfires, optimizing operations, combining four climate accelerators, each with a distinct development program now supports disparate data sources, and designing more efficient • environmental insights explorer geographic focus.",POSITIVE,0.988543689250946
Google,2023,"the first three cohorts included 33 nearly 400 startups in over 60 products, we continue to leverage our expertise in startups in north america that report they've raised • google cloud sustainability technology and apply the latest advancements to help over $650 million in funding.",POSITIVE,0.9985108971595764
Google,2023,we also announced the countries working with a network solve global challenges.,POSITIVE,0.9968727231025696
Google,2023,"• google earth engine expansion of this program to europe, in partnership of over 140 partner organizations.",POSITIVE,0.9965047836303711
Google,2023,"with google cloud, where we worked closely to • sustainability-focused accelerators we believe that by working together with our partners and accelerate 13 climate tech companies from the sub customers, we can make a real difference in addressing the sectors of agtech, saas, fintech, real estate, supply challenges of climate change and ecosystem degradation.",POSITIVE,0.9995145797729492
Google,2023,"chain, and circular economy.",POSITIVE,0.9895464777946472
Google,2023,2023,POSITIVE,0.9728686809539795
Google,2023,"environmental report our ambition operating our operations net-zero carbon sustainably water stewardship circular economy we're showing the way forward nature and biodiversity through our own operations spotlight: building a more sustainable campus in mountain view 2023 environmental report our our ambition operations our work on sustainability started with our google uses energy, natural resources, and products and services to build our workplaces, data centers, and own operations, and we've worked hard consumer hardware products.",POSITIVE,0.9946265816688538
Google,2023,"at the end of 2022, we had to lead by example, with the ultimate goal offices and data centers in roughly 200 cities and nearly of driving larger systems change.",POSITIVE,0.9934485554695129
Google,2023,we set 60 countries around the world.,POSITIVE,0.9992092251777649
Google,2023,we also had two retail ambitious sustainability goals.,POSITIVE,0.9981294274330139
Google,2023,"we share the stores, both in new york city.",POSITIVE,0.9994599223136902
Google,2023,"innovations we create and the lessons we learn with others, so we can help accelerate the products and services that our customers and users rely on - like gmail, google cloud, search, and youtube - the global transition to a low-carbon and are powered by our data centers and networking sustainable future.",POSITIVE,0.9994286894798279
Google,2023,infrastructure.,POSITIVE,0.8380546569824219
Google,2023,"at the end of 2022, we had 28 googleowned and -operated data center campuses across 24 we're working to drive sustainability across our operations data center locations 65 on four continents, as well as more in four key ways: accelerating the transition to a net-zero than 30 google cloud regions.",POSITIVE,0.9905639886856079
Google,2023,"in addition to our googlecarbon future, advancing water stewardship, building a owned and -operated data centers, we use additional circular economy, and protecting nature and biodiversity.",POSITIVE,0.9948400855064392
Google,2023,third-party-operated data centers as well.,NEGATIVE,0.9977728724479675
Google,2023,"we work worldwide with suppliers that support our business and operations, including hardware manufacturing and indirect services.",POSITIVE,0.9954219460487366
Google,2023,"through our supplier responsibility program, we collaborate with stakeholders across our supply chain to uphold our high standards for protecting workers and the environment.",POSITIVE,0.9986887574195862
Google,2023,"google's data center in st. ghislain, belgium.",NEGATIVE,0.529227077960968
Google,2023,2023,POSITIVE,0.9728686809539795
Google,2023,environmental report our ambition the united nations intergovernmental panel operate our data centers and office campuses on 24/7 carbon-free energy on every grid where we operate by on climate change is unequivocal: climate 2030 (24/7 cfe).,NEGATIVE,0.9522214531898499
Google,2023,we've been working hard to transition our change is an urgent threat to human operations and the electricity grids that serve us to cleaner well-being and the health of the planet.,NEGATIVE,0.9902163743972778
Google,2023,"66 sources of power, through a combination of clean energy while the last several years have seen procurement, technology innovation, and policy advocacy.",POSITIVE,0.998842716217041
Google,2023,significant progress in mobilizing the global and we expect our work to decarbonize electricity grids community to take more ambitious climate where we operate to contribute to decarbonization across our value chain as well.,POSITIVE,0.9575693011283875
Google,2023,"action, the world isn't on track to meet the targets established by the paris agreement charting our path to limit temperature rise to 1.5°c. 67",NEGATIVE,0.999137282371521
Google,2023,"our ambition achieving net-zero emissions and 24/7 cfe by 2030 are at google, we're working to accelerate the transition to a extremely ambitious goals - what we call ""moonshots.""",POSITIVE,0.9876749515533447
Google,2023,net-zero carbon-free future.,NEGATIVE,0.9931707382202148
Google,2023,"we know that our responsibility begins we also know that our path to net-zero emissions won't with our own carbon footprint, which is why we've taken our approach be easy or linear; it may require us to navigate significant significant steps over the past two decades to minimize our uncertainty and deploy new systems and technologies carbon own emissions.",NEGATIVE,0.9755057692527771
Google,2023,"in 2021, we set our most ambitious goal yet: across our business.",POSITIVE,0.9994420409202576
Google,2023,"some of our plans will take years to measuring our carbon to achieve net-zero emissions across all of our operations deliver their full results, particularly where they involve footprint and value chain by 2030.",POSITIVE,0.555906355381012
Google,2023,"to accomplish this, we aim to building new large-scale infrastructure with long lead reduce 50% of our combined scope 1, scope 2 (markettimes.",NEGATIVE,0.9955734014511108
Google,2023,"so as our business continues to evolve, we expect based), and scope 3 absolute emissions (versus our 2019 reducing carbon emissions our emissions to rise before dropping towards our baseline) before 2030, and plan to invest in nature-based",NEGATIVE,0.7751730680465698
Google,2023,and we aim to achieve net-zero absolute emissions reduction target.,NEGATIVE,0.9859219193458557
Google,2023,technology-based carbon removal solutions to neutralize emissions across all of our our remaining emissions.,POSITIVE,0.9630202054977417
Google,2023,"we've formally committed to advancing carbon-free energy in our third decade of climate action, we recognize that the science based targets initiative (sbti) to seek their we can't achieve our goals alone.",POSITIVE,0.9452603459358215
Google,2023,transitioning to a carbonoperations and value chain validation of our absolute emissions reduction target.,NEGATIVE,0.9305322766304016
Google,2023,"free future will require stronger government policies and managing residual emissions partnerships with many other organizations, as well as by 2030 one of the key levers for reducing emissions from our new technologies and structural changes to the broader operations is transitioning to clean energy.",POSITIVE,0.9574339985847473
Google,2023,"energy use the journey ahead systems that serve our operations and value chain, contributes to a significant share of our carbon footprint such as electricity grids and hardware supply chains.",POSITIVE,0.9969310760498047
Google,2023,"due to the electricity needs of our operations - in particular, our data centers.",NEGATIVE,0.9633200168609619
Google,2023,"that's why, in 2020, we set a goal to 2023 environmental report it will be especially critical for governments around the differ widely in maturity.",NEGATIVE,0.9690015912055969
Google,2023,"in some cases, this limits our world to enact policies that drive rapid technological ability to successfully influence them, and to collect and economic transformations, including the full the data needed to accurately estimate our decarbonization of the global energy system.",POSITIVE,0.9933626651763916
Google,2023,that's why scope 3 emissions.,NEGATIVE,0.9915493726730347
Google,2023,"google advocates for stronger clean energy and climate policies, and partners with many other organizations to availability of carbon-free energy accelerate clean energy and climate progress.",POSITIVE,0.9986213445663452
Google,2023,"we've played instrumental roles in setting up advocacy organizations, • there are often long lead times between our including the clean energy buyers association (ceba) in investments and resulting ghg reductions.",POSITIVE,0.513921320438385
Google,2023,"for the united states, the re-source platform in europe, and example, with new wind and solar projects, it can the asia clean energy coalition (acec).",POSITIVE,0.965743899345398
Google,2023,take years before projects that we contract are constructed and begin to generate clean electricity.,NEGATIVE,0.990221381187439
Google,2023,"to learn more about our public policy and advocacy, • system-level decarbonization is proceeding more including policy engagement, trade associations, norther offshore wind farm in belgium (92 mw for google) slowly than needed in many regions and sectors, and memberships, and partnerships, see the governance while we aim to accelerate these changes through our and engagement section.",POSITIVE,0.9513336420059204
Google,2023,"our approach efforts and engagement, they aren't within our control.",NEGATIVE,0.9985256791114807
Google,2023,"challenges to address use of carbon removals while we're excited about our net-zero emissions journey, • because the carbon removals sector is in the earliest our core business involves using data to solve hard there are three main focus areas that make up our we recognize that we face many challenges.",POSITIVE,0.8783937096595764
Google,2023,"for example: stage of development, costs are currently high, and problems, and our unique strength is combining engineering approach to our net-zero goal: reducing emissions across there are limited volumes of removals available for skills with an innovative mindset and a global reach.",POSITIVE,0.9987755417823792
Google,2023,"our operations and value chain, advancing carbon-free growing energy needs purchase.",POSITIVE,0.8377128839492798
Google,2023,"68 energy, and addressing our residual emissions with carbon removals (see figure 10).",NEGATIVE,0.9275237321853638
Google,2023,"• as we work towards our absolute 50% emissions as we move towards our net-zero goal, the scale of these reduction target, our business is continuing to evolve figure 10 our net-zero approach challenges will only increase, along with the difficulty to meet the needs of a rapidly digitalizing world, and of additional progress.",NEGATIVE,0.997715950012207
Google,2023,"we believe that the urgency of to harness the opportunities presented by climate change demands immediate action, and setting ai technology.",POSITIVE,0.9711100459098816
Google,2023,"ambitious, near-term targets is a valuable way to focus our • our operations and value chain are global and involve a efforts and drive important progress across the energy systems and value chains in which we operate.",POSITIVE,0.9996347427368164
Google,2023,"diverse range of industries, which means we must make progress within hard-to-abate sectors and carboncarbon reduction carbon-free energy carbon removals intensive geographies, such as the asia pacific region.",POSITIVE,0.9898277521133423
Google,2023,•,POSITIVE,0.9851444959640503
Google,2023,"we have a large number of different suppliers, both reduce emissions across our advance carbon-free energy across address our residual emissions operations and value chain our operations and value chain with carbon removals direct and indirect, each with climate programs that 2023 environmental report measuring our carbon footprint figure 11 our carbon footprint we began calculating our annual carbon footprint in 2006.",POSITIVE,0.5322696566581726
Google,2023,"we've procured clean energy to reduce the carbon every year since 2009, we've publicly reported the results emissions from our electricity use: our scope 2 (location- scope 1: 91k tco e to cdp, a global organization that asks companies to based) emissions, which don't take into account our disclose information on their ghg emissions performance renewable energy procurement through power purchase and management.",NEGATIVE,0.9706999063491821
Google,2023,"agreements (ppas), represent 51% of our carbon footprint, demonstrating the dramatic emissions reductions that in 2022, our total ghg emissions were approximately we've achieved through ppas.",POSITIVE,0.9047183394432068
Google,2023,"scope 2 total emissions: (market-based): 10.2 million metric tons of carbon dioxide equivalent 2.5m tco e 10.2m tco e (tcoe), which represents our scope 1, scope 2 2 scope 3 emissions 2 (market-based), and scope 3 emissions.",NEGATIVE,0.9426453113555908
Google,2023,"in 2022, our total operational emissions were approximately 2.9 million tcoe, where operational emissions represent scope 1 our scope 3 emissions are indirect emissions from other 2 scope 3 (total): and scope 2 (market-based) emissions, as well as scope 3 sources in our value chain, such as our suppliers, use of 7.6m tco e emissions from business travel and employee commuting, our consumer hardware products, and business travel.",NEGATIVE,0.9642386436462402
Google,2023,including teleworking (see figure 11).,NEGATIVE,0.8822556138038635
Google,2023,"the majority of these emissions come from upstream manufacturing of consumer hardware products, the production of capital goods we have purchased for scope 1 emissions use in our data centers, and data center construction.",NEGATIVE,0.9953900575637817
Google,2023,"after accounting for the impact of renewable energy scope tco e % scope 1 emissions represent 1% of our carbon procurement through ppas, scope 3 emissions 2 footprint.",NEGATIVE,0.9308820366859436
Google,2023,our main sources of scope 1 emissions include represent 75% of our carbon footprint.,NEGATIVE,0.82491534948349
Google,2023,"scope 1 91200 1% transportation (company vehicles and aircraft), fuel use scope 2 (market-based) 2492,200 24% from back-up generators, natural gas use, and refrigerant for more information on our ghg emissions, see the operational leakage in our data centers and offices.",NEGATIVE,0.9983408451080322
Google,2023,reporting approach and methodology section and our scope 3 business travel 211000 2% emissions: environmental data tables.,NEGATIVE,0.9454141855239868
Google,2023,"2.95m tco e scope 3 employee commuting (including teleworking) 151000 2% scope 2 emissions scope 3 capital goods 2096,000 21% scope 3 upstream transportation and distribution 556000 5% scope 2 (market-based) emissions represent 24% of our carbon footprint, mainly due to the electricity scope 3 other categories 4586,000 45% demands of our data centers.",NEGATIVE,0.9870415925979614
Google,2023,"scope 2 emissions are scope 3 (total) 7600,000 75% thus a key focus of our decarbonization efforts, given that we have more direct control over our data centers than total emissions 10183,400 100% many other parts of our value chain.",POSITIVE,0.9640941023826599
Google,2023,"for over a decade, 2023 environmental report our data center hardware, as well as the lcas and lca in 2022, we reported scope 2 (location-based) emissions reducing carbon emissions emission factors used to calculate emissions related to of 8.0 million tco e, which doesn't take into account our data center construction.",NEGATIVE,0.9932550191879272
Google,2023,"renewable energy procurement, and scope 2 (marketbased) emissions of 2.5 million tco e. this means that we're working to reduce our emissions across our our emissions reduction these changes are reflected in our reported scope through our ppas, in 2022, we achieved a 69% reduction operations and value chain.",POSITIVE,0.9910570383071899
Google,2023,"key efforts include energy3 emissions for fiscal year 2022, but not for the prior in our emissions from our electricity use (see figure 17).",POSITIVE,0.8349863886833191
Google,2023,"goal efficient and low-carbon facilities, electrification, sustainable years.",POSITIVE,0.9994683861732483
Google,2023,"had we not made these changes, we estimate travel and commuting, and supplier engagement.",NEGATIVE,0.9856621623039246
Google,2023,"that our reported scope 3 emissions would have been since 2011, our carbon intensity per unit of revenue has in 2022, our total ghg emissions were approximately approximately 18% higher, remaining relatively flat when decreased by 76% while our business grew significantly clean energy is also critical to reducing emissions across 10.2 million tcoe.",NEGATIVE,0.9960306286811829
Google,2023,we revised our scope 3 methodology compared to the prior year (see figure 12).,NEGATIVE,0.9577886462211609
Google,2023,over the same period.,NEGATIVE,0.959338366985321
Google,2023,69,POSITIVE,0.9806622862815857
Google,2023,we continue working to lower our value chain.,NEGATIVE,0.9992474317550659
Google,2023,procuring carbon-free energy has a to calculate upstream emissions related to consumer the correlation between our business growth and our significant impact on reducing our scope 2 emissions by hardware manufacturing by moving away from using a our scope 2 (market-based) emissions increased by ghg emissions.,NEGATIVE,0.9182116389274597
Google,2023,eliminating emissions associated with our electricity use.,POSITIVE,0.9792587757110596
Google,2023,"spend-based methodology to a life cycle assessment 37%, primarily due to increased data center electricity in addition, a significant share of our scope 3 emissions (lca)-based methodology.",NEGATIVE,0.5988866090774536
Google,2023,"consumption and a lack of full regional coverage of can be traced back to the electricity grids that power our renewable energy procurement in the united states suppliers and users, so accelerating the decarbonization we also made improvements to the quality of data used and asia pacific regions.",NEGATIVE,0.9429296851158142
Google,2023,of electricity grids is also key to our net-zero goal.,NEGATIVE,0.839135468006134
Google,2023,"for to estimate our emissions associated with manufacturing more information, see the carbon-free energy section.",NEGATIVE,0.9767632484436035
Google,2023,"figure 12 legend target 2022 progress annual emissions total emissions business as usual (footprint in absence of ppas) reduce 50% of our total ghg emissions: estimated difference in 2022 total emissions scope 3 methodology due to scope 3 methodology update combined scope 1, 2 10.2 million tco e* 20m base year change (market-based), and 3 *due to a methodology change, we're not reporting a percent progress towards this target for 2022 absolute ghg emissions 10m in 2022, our reported total ghg emissions decreased before 2030 due to improvements we made to our scope 3 accounting methodology, which we haven't yet applied to prior years.",NEGATIVE,0.9927206039428711
Google,2023,"details year set: 2021 | base year: 2019 | target year: before 2030 had we not made these methodology changes, 2019 2020 2021 2022 scope: percent reduction in combined scope 1, 2 (market-based), and 3 absolute emissions across our we estimate that our reported 2022 scope 3 emissions operations and value chain, when compared to a 2019 base year.",NEGATIVE,0.9742635488510132
Google,2023,"this represents our operations and value 12528,000 10322,100 11371,200 10183,400 would have been approximately 18% higher, remaining 16850,600 15275,800 16124,300 15736,600 relatively flat when compared to 2021.",NEGATIVE,0.9980294108390808
Google,2023,"chain, including consumer hardware products.",POSITIVE,0.774481475353241
Google,2023,(in metric tonnes of carbon dioxide equivalent [tcoe]) 2 36 2023 environmental report energy-efficient and which is projected to have 96% fewer embodied carbon that support the digital economy.,NEGATIVE,0.9919397234916687
